ingredient,Biotin,"Calcium, Ca","Carbohydrate, by difference",Cholesterol,"Choline, total","Copper, Cu","Fatty acids, total saturated","Fiber, total dietary","Folate, total","Iron, Fe","Magnesium, Mg","Manganese, Mn","Molybdenum, Mo",Niacin,Pantothenic acid,"Phosphorus, P","Potassium, K",Protein,Riboflavin,"Selenium, Se","Sodium, Na",Thiamin,Total lipid (fat),"Vitamin A, IU",Vitamin B-12,Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin D (D2 + D3),Vitamin E (alpha-tocopherol),Vitamin K (phylloquinone),"Zinc, Zn"
mango,0.0,0.010769230769230769,0.062181818181818185,0.0,0.0,0.0,0.0,0.075,0.0,0.10722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014199999999999999,0.0,0.0,0.0,0.0,0.0,0.7933333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
maple syrup,0.0,0.07692307692307693,0.3210909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11190476190476191,1.3043478260869565,0.0,0.0,0.0,0.0,0.062127659574468086,0.0,0.0,0.0,0.15956521739130436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marshmallow,0.0,0.002307692307692308,0.29563636363636364,0.0,0.00018181818181818183,0.10777777777777778,0.0028,0.0035714285714285718,0.0025,0.012777777777777779,0.004761904761904762,0.0,0.0,0.004875,0.0,0.0064,0.0010638297872340426,0.036000000000000004,0.0007692307692307692,0.030909090909090907,0.034782608695652174,0.0008333333333333334,0.002564102564102564,0.0,0.0,0.0017647058823529412,0.0,0.0,0.0,0.0,0.0036363636363636364
mascarpone,0.0,0.11,0.012981818181818181,0.4166666666666667,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07139999999999999,0.0,0.0,0.023478260869565216,0.0,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.010769230769230769,0.0,0.12,0.0,0.0,0.5349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014893617021276596,0.0,0.0,0.0,0.21739130434782608,0.0,1.0076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meat,0.0,0.013846153846153847,0.0,0.19333333333333333,0.0,0.0,0.20099999999999998,0.0,0.0,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358,0.0,0.0,0.09695652173913044,0.0,0.14871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meatloaf,0.0,0.0,0.012872727272727274,0.16333333333333333,0.0,0.0,0.26549999999999996,0.0,0.0,0.05333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.15,0.0,0.20384615384615384,0.4911111111111111,0.0,0.0,0.012222222222222223,0.0,0.0,0.0,0.0
melon,0.0,0.008461538461538461,0.023927272727272728,0.0,0.013818181818181818,0.06666666666666667,0.00125,0.03214285714285715,0.02,0.01888888888888889,0.02619047619047619,0.0,0.0,0.0145,0.0,0.004,0.03872340425531915,0.0222,0.023846153846153847,0.007272727272727273,0.00391304347826087,0.0125,0.001282051282051282,0.0,0.0,0.09588235294117647,0.24222222222222223,0.0,0.0033333333333333335,0.020833333333333332,0.006363636363636364
milk,0.0,0.09769230769230769,0.018472727272727273,0.02666666666666667,0.0,0.0,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678,0.0,0.0,0.02391304347826087,0.0,0.02717948717948718,0.23555555555555555,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0
mint,0.0,0.0,0.38181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
molasses,0.0,0.1576923076923077,0.2716363636363636,0.0,0.024181818181818183,0.5411111111111111,0.0009,0.0,0.0,0.2622222222222222,0.5761904761904761,0.0,0.0,0.058125,0.0,0.0248,0.31063829787234043,0.0,0.0015384615384615385,0.32363636363636367,0.01608695652173913,0.03416666666666667,0.001282051282051282,0.0,0.0,0.3941176470588236,0.0,0.0,0.0,0.0,0.026363636363636363
monterey jack,0.0,0.5130769230769231,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466,0.0,0.0,0.2682608695652174,0.0,0.38461538461538464,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozzarella,0.0,0.4123076923076923,0.012981818181818181,0.23666666666666666,0.0,0.0,0.7150000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.0,0.07782608695652174,0.0,0.32051282051282054,0.7933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mussel,0.0,0.02,0.013418181818181819,0.09333333333333334,0.11818181818181818,0.10444444444444444,0.021249999999999998,0.0,0.105,0.21944444444444444,0.08095238095238096,0.0,0.0,0.1,0.0,0.1576,0.06808510638297872,0.23800000000000002,0.16153846153846152,0.8145454545454545,0.12434782608695652,0.13333333333333333,0.02871794871794872,0.0,5.0,0.029411764705882356,0.08888888888888889,0.0,0.03666666666666667,0.0008333333333333334,0.14545454545454548
mustard,0.0,0.04846153846153846,0.01927272727272727,0.0,0.04072727272727272,0.08222222222222221,0.0126,0.15357142857142855,0.0175,0.08833333333333333,0.11428571428571428,0.0,0.0,0.0350625,0.0,0.0864,0.031914893617021274,0.085,0.05076923076923077,0.6181818181818182,0.4782608695652174,0.1575,0.043333333333333335,0.0,0.0,0.040588235294117654,0.0044444444444444444,0.0,0.02333333333333333,0.0125,0.05818181818181818
mustard greens,0.0,0.08153846153846153,0.017127272727272727,0.0,0.0,0.0,0.0,0.125,0.0,0.06555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.07510638297872341,0.0706,0.0,0.0,0.010434782608695653,0.0,0.0,0.0,0.0,0.0,0.5233333333333333,0.0,0.0,0.0,0.0
nectarine,0.0,0.0015384615384615385,0.03338181818181818,0.0,0.011272727272727273,0.09111111111111111,0.0,0.05357142857142857,0.015,0.016666666666666666,0.02142857142857143,0.0,0.0,0.07,0.0,0.0208,0.027872340425531914,0.0212,0.02076923076923077,0.0,0.005652173913043478,0.028333333333333335,0.00358974358974359,0.0,0.0,0.014705882352941178,0.03222222222222222,0.0,0.04066666666666666,0.016666666666666666,0.01909090909090909
noodle,0.0,0.0,0.06909090909090909,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.06794871794871794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nutmeg,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0
oat,0.0,0.04,0.2461818181818182,0.0,0.07345454545454545,0.43444444444444447,0.05550000000000001,0.3607142857142857,0.08,0.2361111111111111,0.32857142857142857,0.0,0.0,0.07,0.0,0.328,0.07702127659574468,0.264,0.11923076923076922,0.5254545454545454,0.0026086956521739132,0.38333333333333336,0.08358974358974358,0.0,0.0,0.05882352941176471,0.0,0.0,0.028,0.016666666666666666,0.33090909090909093
oatmeal,0.0,0.2561538461538462,0.24254545454545456,0.0,0.0,0.0,0.0,0.3178571428571429,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004782608695652174,0.0,0.08551282051282051,6.177777777777778,0.0,0.0,0.7411111111111112,0.0,0.0,0.0,0.0
octopus,0.0,0.009230769230769232,0.004290909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.33,0.0,0.0,0.25565217391304346,0.0,0.015128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okra,0.0,0.06153846153846154,0.02909090909090909,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0013043478260869566,0.0,0.0,0.3888888888888889,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
olive,0.0,0.046153846153846156,0.015163636363636364,0.0,0.017272727272727273,0.18,0.22549999999999998,0.0642857142857143,0.0025,0.18888888888888888,0.011904761904761904,0.0,0.0,0.005625,0.0,0.0024,0.003617021276595745,0.0146,0.0015384615384615385,0.012727272727272726,0.3630434782608696,0.006666666666666667,0.38461538461538464,0.0,0.0,0.00823529411764706,0.0044444444444444444,0.0,0.32266666666666666,0.11,0.010909090909090908
onion,0.0,0.012307692307692308,0.216,0.0,0.0,0.0,0.0,0.08214285714285714,0.0,0.19555555555555557,0.0,0.0,0.0,0.293125,0.0,0.0,0.0,0.218,0.2553846153846154,0.0,0.18695652173913044,0.8333333333333334,0.01,0.08666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orange,0.0,0.0,0.3290909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09519999999999999,0.0,0.0,0.1656521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orzo,0.0,0.0,0.2858181818181818,0.0,0.0,0.0,0.0,0.1285714285714286,0.0,0.17833333333333334,0.0,0.0,0.0,0.335,0.0,0.0,0.0,0.25,0.23384615384615384,0.0,0.0,0.8333333333333334,0.02294871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oyster,0.0,0.07384615384615385,0.0669090909090909,0.03333333333333333,0.044,0.8066666666666666,0.10700000000000001,0.04285714285714286,0.08,0.13555555555555554,0.04285714285714286,0.0,0.0,0.115,0.0,0.0536,0.02893617021276596,0.0992,0.08692307692307692,0.2290909090909091,0.2217391304347826,0.12333333333333334,0.13846153846153847,0.0,0.8125,0.04176470588235294,0.02,0.02,0.08933333333333333,0.2708333333333333,0.9090909090909091
papaya,0.0,0.11538461538461539,0.23636363636363636,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.00782608695652174,0.0,0.0,1.1111111111111112,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
paprika,0.0,0.20076923076923076,0.18181818181818182,0.0,0.0,0.0,0.125,1.3392857142857142,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3829787234042553,0.25,0.0,0.0,0.41304347826086957,0.0,0.16025641025641027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parmesan,0.0,0.6561538461538462,0.050545454545454546,0.2866666666666667,0.025636363636363634,0.044444444444444446,0.77,0.0,0.015,0.02722222222222222,0.08095238095238096,0.030869565217391304,0.0,0.005,0.09,0.5016,0.03829787234042553,0.568,0.27538461538461534,0.6254545454545454,0.782608695652174,0.021666666666666667,0.3564102564102564,1.0822222222222222,0.5833333333333334,0.04764705882352942,0.0,0.025,0.035333333333333335,0.014166666666666666,0.38181818181818183
parsley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parsnip,0.0,0.027692307692307693,0.06,0.006666666666666667,0.047999999999999994,0.1488888888888889,0.03845,0.125,0.14,0.031111111111111114,0.06666666666666667,0.0,0.0,0.0438125,0.0,0.0536,0.07574468085106383,0.0258,0.038461538461538464,0.030909090909090907,0.057391304347826085,0.06666666666666667,0.03628205128205128,0.0,0.0,0.06235294117647059,0.13999999999999999,0.0,0.084,0.0275,0.022727272727272728
passion fruit,0.0,0.0,0.024254545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,0.0026086956521739132,0.0,0.0,1.2333333333333334,0.0,0.0,0.37,0.0,0.0,0.0,0.0
pasta,0.0,0.0,0.2858181818181818,0.0,0.0,0.0,0.0,0.1285714285714286,0.0,0.17833333333333334,0.0,0.0,0.0,0.335,0.0,0.0,0.0,0.25,0.23384615384615384,0.0,0.0,0.8333333333333334,0.02294871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pea,0.0,0.09461538461538462,0.22618181818181818,0.0,0.10527272727272727,0.49333333333333335,0.2645,0.1357142857142857,0.345,0.2111111111111111,0.24285714285714285,0.0,0.0,0.31625,0.0,0.216,0.15574468085106383,0.282,0.24153846153846154,0.13090909090909092,0.13043478260869565,0.5116666666666667,0.18076923076923077,0.0,0.0,0.3223529411764706,0.0,0.0,0.154,0.41916666666666663,0.3009090909090909
peach,0.0,0.016923076923076923,0.1938181818181818,0.22333333333333333,0.0,0.0,0.22200000000000003,0.07857142857142858,0.09,0.08888888888888889,0.0,0.0,0.0,0.11125,0.0,0.0,0.0,0.0888,0.11615384615384615,0.0,0.14956521739130435,0.0,0.2846153846153846,0.24666666666666667,0.0,0.0,0.058888888888888886,0.0,0.0,0.0,0.0
peanut,0.0,0.04692307692307692,0.22036363636363637,0.05,0.0,0.0,0.53,0.10714285714285714,0.0,0.06055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.01956521739130435,0.0,0.35000000000000003,0.33666666666666667,0.0,0.0,0.04,0.0,0.0,0.0,0.0
peanut butter,0.0,0.03769230769230769,0.08109090909090909,0.0,0.11454545454545455,0.4666666666666666,0.505,0.17142857142857143,0.215,0.0961111111111111,0.4023809523809524,0.0,0.0,0.83125,0.0,0.2712,0.12,0.45,0.14692307692307693,0.07454545454545454,0.1865217391304348,0.11500000000000002,0.6551282051282051,0.0,0.0,0.2611764705882353,0.0,0.0,0.6073333333333333,0.0025,0.23090909090909092
pear,0.0,0.006923076923076923,0.05527272727272727,0.0,0.009272727272727273,0.09111111111111111,0.0010999999999999998,0.11071428571428572,0.0175,0.01,0.016666666666666666,0.0,0.0,0.0100625,0.0,0.0096,0.02468085106382979,0.0072,0.019999999999999997,0.0018181818181818182,0.0004347826086956522,0.01,0.001794871794871795,0.0,0.0,0.017058823529411765,0.04777777777777777,0.0,0.008,0.03666666666666667,0.009090909090909092
pecan,0.0,0.016923076923076923,0.21672727272727274,0.14,0.09,0.20444444444444443,0.1325,0.075,0.08,0.051666666666666666,0.05238095238095238,0.0,0.0,0.081875,0.0,0.0664,0.02106382978723404,0.09,0.06,0.12727272727272726,0.11956521739130435,0.16999999999999998,0.2141025641025641,0.0,0.05,0.02235294117647059,0.0,0.005,0.05333333333333334,0.12916666666666668,0.07909090909090909
pepper,0.0,0.33615384615384614,0.24254545454545456,0.0,0.0,0.0,0.0,1.1892857142857143,0.0,1.6055555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2111111111111111,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0
pernod,0.0,0.1576923076923077,0.05745454545454546,0.21,0.0,0.0,0.6,0.04642857142857143,0.0,0.17555555555555558,0.0,0.0,0.0,0.0,0.0,0.0,0.02106382978723404,0.1518,0.0,0.0,0.18695652173913044,0.0,0.26794871794871794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persimmon,0.0,0.016923076923076923,0.3494545454545454,0.0,0.036727272727272726,0.33666666666666667,0.00265,0.34285714285714286,0.0275,0.02333333333333333,0.05714285714285714,0.0,0.0,0.0149375,0.0,0.036,0.09127659574468085,0.0308,0.04384615384615385,0.034545454545454546,0.0013043478260869566,0.04666666666666667,0.008461538461538461,0.0,0.0,0.14058823529411765,0.044444444444444446,0.0,0.12933333333333333,0.0575,0.02727272727272727
phyllo,0.0,0.008461538461538461,0.1912727272727273,0.0,0.012545454545454545,0.11222222222222222,0.0735,0.06785714285714285,0.22,0.17833333333333334,0.03571428571428571,0.20695652173913043,0.0,0.254375,0.060399999999999995,0.06,0.01574468085106383,0.142,0.2623076923076923,0.42363636363636364,0.21,0.45083333333333336,0.07692307692307693,0.0,0.0,0.01764705882352941,0.0,0.0,0.005333333333333333,0.020833333333333332,0.04454545454545455
pickles,0.0,0.0,0.16981818181818184,0.0,0.0,0.0,0.0,0.11785714285714285,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pine nut,0.0,0.012307692307692308,0.047636363636363636,0.0,0.10145454545454545,1.4666666666666668,0.24500000000000002,0.13214285714285715,0.085,0.30722222222222223,0.5976190476190476,0.0,0.0,0.274375,0.0,0.46,0.1270212765957447,0.27399999999999997,0.17461538461538462,0.012727272727272726,0.0008695652173913044,0.30333333333333334,0.876923076923077,0.0,0.0,0.05529411764705883,0.008888888888888889,0.0,0.622,0.44916666666666666,0.5863636363636364
pineapple,0.0,0.027692307692307693,0.2858181818181818,0.0,0.0,0.0,0.0,0.15357142857142855,0.0,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistachio,0.0,0.10230769230769231,0.09709090909090909,0.0,0.0,1.4777777777777779,0.3335,0.35714285714285715,0.0,0.26666666666666666,0.47619047619047616,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.16652173913043478,0.0,0.5987179487179487,0.37,0.0,0.5882352941176471,0.044444444444444446,0.0,0.0,0.0,0.0
plantain,0.0,0.006923076923076923,0.23199999999999998,0.0,0.0,0.22,0.417,0.125,0.0875,0.05388888888888889,0.16904761904761906,0.0,0.0,0.050125,0.0,0.0624,0.1672340425531915,0.045599999999999995,0.030769230769230767,0.007272727272727273,0.08782608695652173,0.05416666666666667,0.3794871794871795,0.0,0.0,0.2705882352941177,0.3566666666666667,0.0,0.336,0.23833333333333334,0.03363636363636364
plum,0.0,0.0038461538461538464,0.04909090909090909,0.0,0.002545454545454545,0.04555555555555556,0.00065,0.03571428571428571,0.005,0.007222222222222223,0.011904761904761904,0.0,0.0,0.0175625,0.0,0.0096,0.0225531914893617,0.0104,0.014615384615384615,0.0,0.0004347826086956522,0.014166666666666668,0.002948717948717949,0.0,0.0,0.012352941176470589,0.06333333333333334,0.0,0.013333333333333334,0.04,0.007272727272727273
poach,0.0,0.047692307692307694,0.04363636363636364,0.5633333333333334,0.23454545454545456,0.3688888888888889,0.014849999999999999,0.0,0.0175,0.31777777777777777,0.22857142857142856,0.0,0.0,0.168125,0.0,0.2272,0.09531914893617022,0.68,0.1453846153846154,1.6218181818181818,0.4082608695652174,0.2991666666666667,0.019358974358974358,0.0,0.5458333333333334,0.15823529411764709,0.035555555555555556,0.0,0.5306666666666666,0.38166666666666665,0.14818181818181816
poblano,0.0,0.007692307692307693,0.016872727272727272,0.0,0.01,0.07333333333333333,0.0029000000000000002,0.060714285714285714,0.025,0.01888888888888889,0.023809523809523808,0.0,0.0,0.03,0.0,0.016,0.03723404255319149,0.0172,0.021538461538461538,0.0,0.0013043478260869566,0.0475,0.00217948717948718,0.0,0.0,0.13176470588235295,0.8933333333333334,0.0,0.024666666666666667,0.06166666666666667,0.011818181818181818
pomegranate,0.0,0.006153846153846154,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006521739130434782,0.0,0.0,0.0,0.0,0.0,0.06888888888888889,0.0,0.0,0.0,0.0
pork,0.0,0.0,0.004290909090909091,0.25333333333333335,0.0,0.0,0.11750000000000001,0.0,0.0,0.07055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,0.0,0.09217391304347826,0.0,0.052820512820512824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pork chop,0.0,0.006153846153846154,0.0,0.28,0.13563636363636364,0.07555555555555556,0.1635,0.0,0.0,0.027777777777777776,0.07380952380952381,0.0,0.0,0.5125,0.0,0.2208,0.09765957446808511,0.5539999999999999,0.19153846153846152,0.8672727272727273,0.2234782608695652,0.4708333333333333,0.1346153846153846,0.0,0.26666666666666666,0.3282352941176471,0.0,0.025,0.013333333333333334,0.0,0.17454545454545453
pork rib,0.0,0.016923076923076923,0.0,0.24666666666666667,0.14800000000000002,0.08666666666666667,0.11850000000000001,0.0,0.0,0.04722222222222222,0.05,0.004782608695652174,0.0,0.1925,0.322,0.1544,0.06765957446808511,0.386,0.1946153846153846,0.5872727272727272,0.027391304347826086,0.3125,0.1512820512820513,0.008888888888888889,0.4166666666666667,0.3170588235294118,0.0,0.034999999999999996,0.015333333333333334,0.0,0.2527272727272727
pork tenderloin,0.0,0.0,0.009745454545454547,0.18,0.0,0.0,0.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358,0.0,0.0,0.13217391304347825,0.0,0.028589743589743588,0.0,0.0,0.0,0.012222222222222223,0.0,0.0,0.0,0.0
port,0.0,0.5,0.0020727272727272725,0.41,0.028,0.024444444444444442,0.835,0.0,0.045,0.02388888888888889,0.05714285714285714,0.004782608695652174,0.0,0.00375,0.041999999999999996,0.288,0.02893617021276596,0.47600000000000003,0.1846153846153846,0.2636363636363636,0.23217391304347826,0.011666666666666667,0.36153846153846153,1.211111111111111,0.625,0.031176470588235295,0.0,0.025,0.016,0.02,0.23636363636363636
potato,0.0,0.026153846153846153,0.04872727272727273,0.22666666666666666,0.08818181818181818,0.03111111111111111,0.156,0.05357142857142857,0.0425,0.04,0.030952380952380953,0.0,0.0,0.0603125,0.0,0.0632,0.046595744680851064,0.07780000000000001,0.11615384615384615,0.1290909090909091,0.09608695652173913,0.08,0.14358974358974358,0.0,0.10833333333333334,0.06352941176470589,0.005555555555555556,0.02,0.07333333333333333,0.07583333333333334,0.04090909090909091
poultry,0.0,0.007692307692307693,0.019236363636363635,0.016666666666666666,0.006727272727272728,0.021111111111111112,0.03195,0.0035714285714285718,0.005,0.005,0.007142857142857143,0.0,0.0,0.0178125,0.0,0.016,0.008936170212765958,0.014199999999999999,0.040769230769230766,0.007272727272727273,0.1691304347826087,0.02,0.03358974358974359,0.0,0.0,0.014705882352941178,0.0,0.0,0.006666666666666667,0.005,0.007272727272727273
poultry sausage,0.0,0.007692307692307693,0.019236363636363635,0.016666666666666666,0.006727272727272728,0.021111111111111112,0.03195,0.0035714285714285718,0.005,0.005,0.007142857142857143,0.0,0.0,0.0178125,0.0,0.016,0.008936170212765958,0.014199999999999999,0.040769230769230766,0.007272727272727273,0.1691304347826087,0.02,0.03358974358974359,0.0,0.0,0.014705882352941178,0.0,0.0,0.006666666666666667,0.005,0.007272727272727273
prosciutto,0.0,0.0,0.0,0.12,0.0,0.0,0.1785,0.0,0.0,0.07944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8869565217391304,0.0,0.13717948717948716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prune,0.0,0.023846153846153847,0.2367272727272727,0.0,0.0,0.0,0.0008,0.11785714285714285,0.0,0.15555555555555556,0.0,0.0,0.0,0.15625,0.086,0.0576,0.18127659574468086,0.042,0.0,0.0,0.01,0.03333333333333333,0.002564102564102564,2.2222222222222223,0.0,0.0,0.04777777777777777,0.0,0.0,0.0,0.0
pumpkin,0.0,0.025384615384615384,0.033345454545454546,0.0,0.0,0.0,0.0,0.08928571428571429,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,0.0034782608695652175,0.0,0.0,13.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0
punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quail,0.0,0.011538461538461539,0.0,0.2866666666666667,0.11927272727272727,0.6555555555555556,0.197,0.0,0.015,0.245,0.05238095238095238,0.0,0.0,0.493125,0.0,0.2224,0.045744680851063826,0.5,0.22999999999999998,0.39454545454545453,0.09304347826086956,0.1825,0.1794871794871795,0.0,0.15,0.36294117647058827,0.025555555555555554,0.01,0.04666666666666666,0.035,0.2809090909090909
quince,0.0,0.008461538461538461,0.05563636363636364,0.0,0.0,0.14444444444444446,0.0005,0.06785714285714285,0.0075,0.03888888888888889,0.01904761904761905,0.0,0.0,0.0125,0.0162,0.0136,0.041914893617021276,0.008,0.023076923076923075,0.010909090909090908,0.0017391304347826088,0.016666666666666666,0.001282051282051282,0.044444444444444446,0.0,0.023529411764705882,0.16666666666666666,0.0,0.0,0.0,0.0036363636363636364
quinoa,0.0,0.010769230769230769,0.07272727272727272,0.0,0.0,0.0,0.018,0.075,0.0,0.042777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572,0.0,0.0,0.06826086956521739,0.0,0.02294871794871795,0.7933333333333333,0.0,0.0,0.03777777777777778,0.0,0.0,0.0,0.0
rabbit,0.0,0.013846153846153847,0.0,0.4066666666666667,0.23454545454545456,0.19444444444444442,0.052500000000000005,0.0,0.02,0.2683333333333333,0.07380952380952381,0.0,0.0,0.398125,0.0,0.1912,0.07276595744680851,0.6579999999999999,0.05384615384615385,0.27454545454545454,0.09,0.016666666666666666,0.04487179487179487,0.0,2.7,0.19941176470588237,0.0,0.0,0.02733333333333333,0.0125,0.21545454545454545
rack of lamb,0.0,0.006153846153846154,0.00018181818181818183,0.20666666666666667,0.0,0.11222222222222222,0.215,0.0,0.0,0.07555555555555556,0.05238095238095238,0.0034782608695652175,0.0,0.31375,0.11679999999999999,0.1488,0.06893617021276596,0.39799999999999996,0.1323076923076923,0.050909090909090904,0.026956521739130435,0.051666666666666666,0.12769230769230772,0.025555555555555557,0.4291666666666667,0.13941176470588235,0.0,0.005,0.02333333333333333,0.0,0.19727272727272727
radicchio,0.0,0.015384615384615385,0.014545454545454545,0.0,0.0,0.8444444444444444,0.0,0.10714285714285714,0.15,0.02,0.02857142857142857,0.0,0.0,0.0,0.0,0.044,0.029787234042553193,0.04,0.0,0.0,0.01956521739130435,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,1.4166666666666667,0.08181818181818182
radish,0.0,0.019230769230769232,0.012363636363636363,0.0,0.011818181818181818,0.05555555555555556,0.0016,0.05714285714285715,0.0625,0.01888888888888889,0.023809523809523808,0.0,0.0,0.015875,0.0,0.016,0.049574468085106384,0.013600000000000001,0.03,0.010909090909090908,0.016956521739130436,0.01,0.001282051282051282,0.0,0.0,0.04176470588235294,0.16444444444444445,0.0,0.0,0.010833333333333334,0.025454545454545455
raisin,0.0,0.026153846153846153,0.19090909090909092,0.0,0.0,0.0,0.0,0.12142857142857143,0.0,0.16944444444444443,0.0,0.0,0.0,0.211875,0.0,0.0,0.0,0.204,0.22153846153846152,0.0,0.15478260869565216,0.0,0.05435897435897436,0.0,0.0,0.0,0.06777777777777777,0.0,0.0,0.0,0.0
